;Age;Attrition;BusinessTravel;DailyRate;Department;DistanceFromHome;Education;EducationField;employeecount;employeenumber;EnvironmentSatisfaction;Gender;HourlyRate;JobInvolvement;JobLevel;JobRole;JobSatisfaction;MaritalStatus;MonthlyIncome;MonthlyRate;NUMCOMPANIESWORKED;Over18;OverTime;PercentSalaryHike;PerformanceRating;RelationshipSatisfaction;StandardHours;StockOptionLevel;TOTALWORKINGYEARS;TrainingTimesLastYear;WORKLIFEBALANCE;YearsAtCompany;YearsInCurrentRole;YearsSinceLastPromotion;YEARSWITHCURRMANAGER;SameAsMonthlyIncome;DateBirth;Salary;RoleDepartament;NUMBERCHILDREN;RemoteWork
773;37;Yes;travel_rarely;370,0$;;10;4;;1;nan;4;0;58;3;2; MAnuFactUrIng dIReCtoR ;1;Single;4213;4992;1;;;15;3;2;80;0;10;4;nan;10;nan;0;8;4213;1986;1000000000$;;;Yes
774;40;No;;1194,0$;;1;3;;1;1822;3;1;52;3;2; healtHCaRe REPReSENtATIVE ;4;;6513;9060;4;;;17;3;4;nan;1;12;3;3;5;nan;0;3;6513;1983;1000000000$;;;1
775;26;No;travel_rarely;572,0$; Sales ;10;3;;1;nan;3;0;46;3;2; saLes ExECutIVE ;4;;nan;9125;1;Y;No;13;3;1;nan;0;nan;4;3;5;nan;1;2;nan;1997;1000000000$; saLes ExECutIVE  -  Sales ;;False
776;42;No;;355,0$;;10;4;Technical Degree;1;1854;3;0;38;3;1; reseaRcH sCIEntISt ;3;Married;nan;6161;3;Y;No;22;4;2;nan;2;10;1;2;6;nan;3;3;nan;1981;1000000000$;;;0
777;34;No;travel_rarely;1480,0$;;4;3;;1;1882;3;0;64;3;3; SaLEs eXeCUTiVe ;4;Married;nan;24444;2;;Yes;13;3;4;nan;3;9;3;3;5;nan;1;0;nan;1989;1000000000$;;;1
778;37;No;travel_rarely;783,0$;;7;4;Medical;1;1885;4;0;78;3;2; rEsEArch sCIenTIsT ;1;;4284;13588;5;;;22;4;3;nan;1;16;2;3;5;nan;0;4;4284;1986;1000000000$;;;1
779;27;No;;1354,0$;;2;4;Technical Degree;1;1931;2;0;41;3;1; ReSEARCH sCieNtISt ;2;;2226;6073;1;;No;11;nan;3;nan;1;6;3;2;5;nan;1;2;2226;1996;1000000000$;;;0
780;35;No;travel_rarely;682,0$;;18;4;;1;1945;2;0;71;3;2; sAles eXEcuTIVE ;1;;5561;15975;0;;;16;3;4;nan;1;nan;2;1;5;nan;0;4;5561;1988;1000000000$;;;Yes
781;28;No;non-travel;1103,0$;;16;3;Medical;1;1947;3;0;49;3;1; reSeArch sCieNTiSt ;3;Single;2144;2122;1;;No;14;3;3;nan;0;5;3;2;5;nan;1;4;2144;1995;1000000000$;;;Yes
782;29;No;;136,0$;;1;3;Life Sciences;1;1954;1;0;89;3;2; HeALthcarE RepReseNtatIVe ;1;Married;5373;6225;0;Y;No;12;3;1;nan;1;6;5;2;5;nan;0;2;5373;1994;1000000000$;;;False
783;54;No;;155,0$; Research & Development ;9;2;;1;1969;1;1;67;3;2; REseARCh SCIenTIst ;3;Married;2897;22474;3;;No;11;3;3;nan;2;9;6;2;4;nan;2;3;2897;1969;1000000000$; REseARCh SCIenTIst  -  Research & Development ;;False
784;24;No;travel_rarely;771,0$;;-41;2;Life Sciences;1;1981;41;0;45;2;2; HEAlthcaRE REPrESentATIve ;3;Single;nan;14120;1;;No;12;3;2;nan;0;4;2;2;4;nan;1;2;nan;1999;1000000000$;;;1
785;38;No;travel_frequently;508,0$;;6;4;;1;1997;1;0;72;2;2; mANUfAcTURING direCTor ;3;Married;5321;14284;2;Y;No;11;3;4;nan;1;10;1;3;8;nan;7;7;5321;1985;1000000000$;;;0
786;42;No;;557,0$;;18;4;;1;1998;4;0;35;3;2; rEsEArcH sCIeNTisT ;1;;5410;11189;6;;;17;3;3;nan;1;9;3;2;4;nan;1;2;5410;1981;1000000000$;;;True
787;41;No;;642,0$;;1;3;Life Sciences;1;1999;4;0;76;3;1; rESEarcH sCIeNTiST ;4;;2782;21412;3;;No;22;nan;1;nan;1;nan;3;3;5;nan;1;0;2782;1982;1000000000$;;;True
788;25;No;travel_rarely;1382,0$;;8;2;;1;2018;1;1;85;3;2; saLES ExeCUTIVE ;3;;nan;13684;0;;Yes;22;4;2;nan;1;6;3;2;5;nan;0;4;nan;1998;1000000000$;;;True
789;44;No;;1037,0$;;1;3;Medical;1;nan;2;0;42;3;1; reseaRch ScIeNTist ;4;Single;nan;13422;6;;Yes;12;3;3;nan;0;6;2;3;4;nan;1;2;nan;1979;1000000000$;;;Yes
790;50;Yes;;878,0$;;1;4;;1;2044;2;0;94;3;2; SAlEs EXecutiVe ;3;;nan;14255;7;;No;12;3;4;nan;2;12;3;nan;6;nan;0;1;nan;1973;1000000000$;;;Yes
791;36;No;;1120,0$; Sales ;11;4;Marketing;1;nan;2;1;100;2;2; sALEs exECuTiVe ;4;Married;nan;14369;4;;No;13;3;1;nan;1;8;2;2;6;nan;0;0;nan;1987;1000000000$; sALEs exECuTiVe  -  Sales ;;0
792;45;No;;374,0$;;20;3;;1;2046;4;1;50;3;2; sAlEs EXECUtiVe ;3;;4850;23333;8;;No;15;3;3;nan;0;nan;3;3;5;nan;0;1;4850;1978;1000000000$;;;1
793;40;No;;1194,0$;;2;4;;1;nan;3;1;98;3;1; reSearcH sCiENTist ;3;Married;2001;12549;2;Y;;14;3;2;nan;3;20;2;3;5;nan;0;2;2001;1983;1000000000$;;;Yes
794;35;No;travel_rarely;287,0$;;1;4;;1;2052;3;1;62;1;1; ReSearcH sCieNTist ;4;Married;nan;8952;1;Y;No;12;3;4;nan;1;4;5;3;4;nan;1;1;nan;1988;1000000000$;;;1
795;29;No;travel_rarely;nan$;;13;2;Other;1;2053;4;0;46;2;2; LabOratoRY tEcHNiciAN ;2;;nan;23679;4;;;13;3;1;nan;1;10;2;3;4;nan;0;3;nan;1994;1000000000$;;;0
796;34;No;;nan$;;8;3;;1;2068;2;0;82;4;2; lABoRaToRy TEChnicIAN ;3;;4404;10228;2;Y;No;12;3;1;nan;0;nan;3;4;4;nan;1;2;4404;1989;1000000000$;;;Yes
797;27;No;travel_rarely;591,0$;;2;1;;1;7;1;0;40;3;1; lAbOrAtorY tEChNicIan ;2;Married;nan;16632;9;;No;12;3;4;80;1;6;3;3;2;nan;2;2;nan;1996;1000000000$;;;0
798;31;No;;670,0$; Research & Development ;26;1;;1;16;1;0;Not Available;3;1; rEseArCh SCieNtiST ;3;Divorced;nan;15170;1;;;17;3;4;nan;1;5;1;2;5;nan;4;3;nan;1992;1000000000$; rEseArCh SCieNtiST  -  Research & Development ;;1
799;34;No;travel_rarely;1346,0$;;-38;2;;1;18;2;0;93;3;1; lAbORAtORy TECHNicIaN ;4;Divorced;nan;8758;0;;;11;3;3;nan;1;3;2;3;2;nan;1;2;nan;1989;1000000000$;;;True
800;28;Yes;travel_rarely;103,0$; Research & Development ;24;3;Life Sciences;1;19;3;0;50;2;1; lABoRAtoRY TecHnIcian ;3;Single;nan;12947;5;;Yes;14;3;2;nan;0;6;4;3;4;nan;0;3;nan;1995;1000000000$; lABoRAtoRY TecHnIcian  -  Research & Development ;;1
801;32;No;travel_rarely;334,0$;;5;2;;1;21;1;0;80;4;1; REseaRch sciEntiST ;2;Divorced;nan;15053;0;Y;Yes;12;3;4;80;2;7;5;2;6;nan;0;5;nan;1991;1000000000$;;;True
802;38;No;;371,0$; Research & Development ;2;3;Life Sciences;1;24;4;0;45;3;1; researcH SciEntIST ;4;Single;3944;4306;5;Y;Yes;11;3;3;nan;0;6;3;3;3;nan;1;2;3944;1985;1000000000$; researcH SciEntIST  -  Research & Development ;;1
803;24;No;;673,0$;;11;2;;1;26;1;1;96;4;2; MANufAcTuRiNG dIrEcTOR ;3;;nan;8232;0;;No;18;3;4;nan;1;5;5;2;4;nan;1;3;nan;1999;1000000000$;;;1
804;34;Yes;;699,0$;;6;1;;1;31;2;0;83;3;1; ReSeARCh sCieNTiSt ;1;Single;2960;17102;2;;No;11;3;3;nan;0;nan;2;3;4;nan;1;3;2960;1989;1000000000$;;;1
805;32;Yes;travel_frequently;nan$; Research & Development ;16;1;;1;33;2;1;72;1;1; REseARCH ScIeNTIST ;1;;nan;4681;1;;;22;nan;2;nan;0;nan;5;3;10;nan;6;7;nan;1991;1000000000$; REseARCH ScIeNTIST  -  Research & Development ;;0
806;46;No;travel_rarely;705,0$;;2;4;Marketing;1;38;2;1;83;3;5; MAnAgeR ;1;Single;18947;22822;3;Y;;12;3;4;nan;0;22;2;2;2;nan;2;1;18947;1977;1000000000$;;;0
807;44;No;;1459,0$;;10;4;Other;1;40;4;0;41;3;2; heAltHcAre REprESEnTATIVE ;4;Married;6465;19121;2;Y;;13;3;4;nan;0;nan;5;4;4;nan;1;3;6465;1979;1000000000$;;;0
808;50;Yes;travel_rarely;nan$;;3;2;;1;47;1;0;86;2;1; sALES rEPReSENTAtiVE ;3;Married;2683;3810;1;;;14;3;3;nan;0;3;2;3;3;nan;0;2;2683;1973;1000000000$;;;1
809;35;No;;890,0$;;2;3;Marketing;1;49;4;1;97;3;1; salEs REPrESENTaTIvE ;4;Married;2014;9687;1;Y;No;13;3;1;nan;0;2;3;3;2;nan;2;2;2014;1988;1000000000$;;;1
810;28;Yes;;1434,0$;;5;4;;1;65;3;0;50;3;1; lAbORatoRY tEChNIciAn ;3;Single;3441;11179;1;;Yes;13;nan;3;nan;0;2;3;2;2;nan;2;2;3441;1995;1000000000$;;;1
811;26;No;;1443,0$;;-22;3;;1;72;22;1;47;2;2; sAles ExeCUtIVE ;4;Marreid;nan;21436;7;;Yes;19;3;3;nan;1;5;2;2;2;nan;0;0;nan;1997;1000000000$;;;False
812;35;No;travel_rarely;1142,0$;;-31;4;;1;nan;3;1;30;3;1; LAbORaToRy technIcIaN ;1;;nan;16002;3;;Yes;15;nan;3;nan;1;4;3;3;2;nan;2;2;nan;1988;1000000000$;;;0
813;35;No;;664,0$;;-31;3;Medical;1;88;2;0;79;3;1; reseArcH SCIEntiST ;1;Married;nan;5868;4;;No;13;3;4;nan;1;5;2;2;3;nan;1;2;nan;1988;1000000000$;;;1
814;37;No;travel_rarely;397,0$;;-20;4;Medical;1;102;1;0;30;3;3; reSeaRcH DIRecToR ;3;;13664;25258;4;;;13;nan;1;80;0;nan;3;4;5;nan;0;2;13664;1986;1000000000$;;;Yes
815;46;No;travel_rarely;nan$;;-38;2;Medical;1;103;38;0;80;3;2; HUMan REsourcEs ;2;Divorced;5021;10425;8;;Yes;22;4;4;80;1;nan;2;3;4;nan;0;2;5021;1977;1000000000$;;;Yes
816;34;No;travel_rarely;1153,0$;;1;2;Medical;1;110;1;0;94;3;2; MaNuFaCTUrING dirECtoR ;2;Married;nan;17736;1;;No;15;3;3;80;0;nan;2;3;5;nan;1;3;nan;1989;1000000000$;;;True
817;51;No;travel_rarely;432,0$;;9;4;;1;116;4;0;96;3;1; lABORAtORY tEcHNiCIAn ;4;;nan;18725;3;;;23;4;2;nan;2;10;4;3;4;nan;0;3;nan;1972;1000000000$;;;True
818;24;No;travel_rarely;1353,0$; Sales ;3;2;Other;1;128;1;1;33;3;2; sAles ExecUtive ;3;Married;nan;17519;0;;No;21;4;1;nan;1;4;2;2;3;nan;0;2;nan;1999;1000000000$; sAles ExecUtive  -  Sales ;;1
819;44;No;;489,0$;;23;3;;1;132;2;0;Not Available;3;2; LabOrAtory TechNIcIan ;2;Married;nan;25043;4;;;12;3;3;nan;1;nan;3;4;3;nan;1;2;nan;1979;1000000000$;;;True
820;37;Yes;travel_rarely;807,0$;;6;4;Human Resources;1;133;3;0;63;3;1; hUMan REsOurCEs ;1;Divorced;nan;23648;4;;;22;4;4;nan;0;nan;3;3;3;nan;0;2;nan;1986;1000000000$;;;True
821;59;No;non-travel;1420,0$;;2;4;Human Resources;1;nan;3;1;32;2;5; MAnAGER ;4;;18844;21922;9;;No;21;4;4;80;1;nan;3;3;3;nan;2;2;18844;1964;1000000000$;;;0
822;25;No;;1280,0$;;7;1;;1;143;4;0;Not Available;2;1; ReSEarch SCIeNTISt ;4;Married;nan;26897;1;Y;No;11;3;3;nan;2;nan;2;nan;2;nan;2;1;nan;1998;1000000000$;;;True
823;43;No;;957,0$;;-26;3;Medical;1;171;2;1;72;4;1; rESEaRcH SciEnTiST ;3;Single;4739;16090;4;;;12;3;4;nan;0;nan;2;3;3;nan;1;2;4739;1980;1000000000$;;;Yes
824;50;No;travel_frequently;809,0$;;12;3;;1;nan;3;1;77;3;3; SALES eXeCUtive ;4;Single;nan;6645;4;Y;No;11;3;4;nan;0;16;3;nan;2;nan;2;1;nan;1973;1000000000$;;;False
825;31;Yes;travel_rarely;542,0$;;20;3;;1;175;2;1;71;1;2; sALEs exEcUtIve ;3;;nan;24788;3;Y;Yes;11;3;3;nan;1;4;2;3;2;nan;2;2;nan;1992;1000000000$;;;True
826;36;No;;216,0$; Research & Development ;6;2;Medical;1;178;2;0;84;3;2; mAnUfaCTuRing DiRecTor ;2;Divorced;nan;2819;6;;No;20;4;4;nan;2;7;0;3;3;nan;0;1;nan;1987;1000000000$; mAnUfaCTuRing DiRecTor  -  Research & Development ;;0
827;51;Yes;travel_frequently;1150,0$;;-16;4;;1;179;1;0;53;1;3; ManufACTuRING dIrEcTOr ;4;;10650;25150;2;Y;;15;3;4;nan;0;18;2;3;4;nan;0;3;10650;1972;1000000000$;;;False
828;25;No;;nan$; Sales ;28;3;Life Sciences;1;nan;1;0;41;2;2; SaLes exEcUtIvE ;3;;nan;24835;2;;;18;3;4;nan;0;nan;3;3;2;nan;2;2;nan;1998;1000000000$; SaLes exEcUtIvE  -  Sales ;;False
829;38;No;travel_rarely;364,0$;;3;5;Technical Degree;1;193;4;1;32;3;2; rESearCH SCientIsT ;3;;4317;2302;3;Y;Yes;20;4;2;nan;0;19;2;nan;3;nan;2;2;4317;1985;1000000000$;;;False
830;30;No;travel_rarely;201,0$; Research & Development ;5;3;Technical Degree;1;197;4;1;84;3;1; ReseArCH scIenTIst ;1;Divorced;nan;10415;5;;No;14;nan;4;nan;1;8;3;3;3;nan;2;2;nan;1993;1000000000$; ReseArCH scIenTIst  -  Research & Development ;;1
831;22;No;;1256,0$;;-36;1;Medical;1;nan;36;0;80;3;1; rESeaRCh SCienTISt ;4;Marreid;nan;11992;1;;No;24;4;1;80;2;2;6;3;2;nan;2;2;nan;2001;1000000000$;;;1
832;27;No;non-travel;691,0$; Research & Development ;9;3;Medical;1;218;4;0;57;3;1; ReseArch sCienTiST ;2;;2024;5970;6;;;18;3;4;80;1;nan;1;1;2;nan;2;2;2024;1996;1000000000$; ReseArch sCienTiST  -  Research & Development ;;1
833;28;No;;440,0$; Research & Development ;21;3;Medical;1;221;3;0;42;3;1; ReSEarcH SCiEnTISt ;4;Married;nan;6672;1;;No;11;3;3;nan;1;5;2;1;5;nan;0;2;nan;1995;1000000000$; ReSEarcH SCiEnTISt  -  Research & Development ;;Yes
834;27;No;;1157,0$;;17;3;;1;233;3;0;51;3;1; ReSeaRCH SciEntIst ;2;;3058;13364;0;Y;;16;3;4;nan;1;6;3;2;5;nan;1;1;3058;1996;1000000000$;;;True
835;56;No;travel_rarely;713,0$;;8;3;Life Sciences;1;241;3;1;67;3;1; REseaRcH scientist ;1;Divorced;nan;13939;4;;;18;3;3;80;1;nan;3;nan;2;nan;2;2;nan;1967;1000000000$;;;1
836;38;No;travel_rarely;nan$;;9;2;;1;245;3;1;75;3;1; lABORatOry teCHNICiAN ;4;Single;nan;6319;1;;;12;nan;3;nan;0;nan;3;nan;2;nan;2;1;nan;1985;1000000000$;;;1
837;31;No;travel_rarely;140,0$;;12;1;Medical;1;246;3;1;95;3;1; ReseArcH ScIEnTIst ;4;;3929;6984;8;Y;;23;4;3;80;1;7;0;3;4;nan;0;2;3929;1992;1000000000$;;;Yes
838;34;No;travel_rarely;629,0$;;27;2;Medical;1;247;4;1;95;3;1; RESEarcH sciEnTIsT ;2;;nan;5711;2;Y;No;15;3;4;nan;0;9;3;3;3;nan;1;2;nan;1989;1000000000$;;;True
839;50;No;;328,0$; Research & Development ;1;3;;1;249;3;0;86;2;1; laBORATORY tECHNiciAN ;3;;nan;3425;2;Y;;15;3;4;nan;1;nan;2;2;3;nan;0;2;nan;1973;1000000000$; laBORATORY tECHNiciAN  -  Research & Development ;;0
840;53;No;;1084,0$;;13;2;;1;250;4;1;Not Available;4;2; mAnufACTuRInG dIReCtoR ;1;divorced;nan;26250;1;Y;No;11;3;3;nan;2;5;3;3;4;2;1;3;nan;1970;1000000000$;;;False
841;35;No;travel_frequently;nan$;;-24;3;Medical;1;269;2;1;37;3;2; laborAToRy teCHnIcIAn ;2;Single;4425;15986;5;;;11;3;4;nan;0;nan;5;3;6;nan;1;2;4425;1988;1000000000$;;;Yes
842;27;No;travel_frequently;472,0$;;1;1;;1;nan;3;0;60;2;2; manuFactuRinG DIrECtor ;1;Married;nan;9679;5;;;19;3;3;nan;1;nan;1;3;2;nan;2;0;nan;1996;1000000000$;;;0
843;40;No;;905,0$;;-38;2;;1;nan;3;0;99;3;2; lAborAToRY tEChnIciAN ;4;Married;nan;16523;8;;;15;3;3;nan;1;nan;2;4;7;nan;3;7;nan;1983;1000000000$;;;True
844;22;No;;1136,0$;;-22;3;Life Sciences;1;nan;22;0;60;4;1; researCH SCientist ;2;;2328;12392;1;;;16;3;1;nan;1;4;2;2;4;nan;2;2;2328;2001;1000000000$;;;0
845;40;No;;1151,0$;;-10;5;Life Sciences;1;287;4;0;63;2;2; hEaltHcare rEpREseNTatiVE ;4;;nan;14242;9;Y;No;14;3;4;80;1;5;5;1;3;nan;0;2;nan;1983;1000000000$;;;Yes
846;46;No;;644,0$;;1;4;;1;288;4;0;Not Available;3;3; HealThcARe repReSeNTAtivE ;1;;nan;12368;7;;No;16;3;3;80;1;17;3;3;4;nan;0;3;nan;1977;1000000000$;;;1
847;30;Yes;;1005,0$;;3;3;Technical Degree;1;297;4;1;88;3;1; ReSeArcH ScIenTIsT ;1;;2657;8556;5;;Yes;11;3;3;nan;0;8;5;3;5;nan;0;4;2657;1993;1000000000$;;;True
848;29;Yes;;992,0$;;1;3;;1;nan;3;0;85;3;1; ResEARCh SCIENtIsT ;3;Single;nan;19757;0;;;14;3;4;nan;0;nan;1;2;6;nan;1;5;nan;1994;1000000000$;;;False
849;54;No;;1147,0$;;3;3;;1;303;4;1;52;3;2; SALEs eXecuTivE ;1;Married;5940;17011;2;;;14;3;4;nan;1;16;4;3;6;nan;0;5;5940;1969;1000000000$;;;0
850;33;No;travel_rarely;147,0$; Research & Development ;4;4;;1;305;3;1;47;2;1; rESeArCH sCIeNtISt ;2;Married;2622;13248;6;Y;;21;4;4;nan;0;nan;3;3;3;nan;1;1;2622;1990;1000000000$; rESeArCH sCIeNtISt  -  Research & Development ;;1
851;52;No;travel_rarely;1323,0$;;2;3;;1;316;3;1;89;2;1; LabOraTory teChnICiAN ;4;Single;3212;3300;7;;;15;3;2;nan;0;nan;3;2;2;nan;2;2;3212;1971;1000000000$;;;True
852;59;No;travel_rarely;818,0$; Human Resources ;6;2;Medical;1;nan;2;0;Not Available;3;1; humAN resoURCEs ;3;Married;nan;25657;8;Y;;17;3;4;nan;0;nan;2;2;2;nan;2;2;nan;1964;1000000000$; humAN resoURCEs  -  Human Resources ;;False
853;32;Yes;;515,0$;;1;3;;1;nan;4;0;62;2;1; lABorATORy tEChnIcian ;3;Single;nan;9571;0;;;14;3;4;nan;0;4;2;1;3;nan;1;2;nan;1991;1000000000$;;;True
854;39;No;;1431,0$;;-24;4;Medical;1;332;24;1;96;3;1; LaBoRaTOrY teChNICiaN ;3;Divorced;nan;15417;7;;No;14;3;3;80;3;7;1;3;3;nan;1;2;nan;1984;1000000000$;;;0
855;32;No;non-travel;976,0$;;26;4;Marketing;1;nan;3;0;100;3;2; sALEs execUTiVE ;4;;nan;12069;0;;No;18;3;1;80;0;4;2;3;3;nan;2;2;nan;1991;1000000000$;;;True
856;31;No;;1327,0$;;3;4;Medical;1;337;2;0;73;3;3; REsearCH DirECtOR ;3;Divorced;nan;13523;9;;No;12;3;1;nan;1;nan;3;3;2;nan;2;2;nan;1992;1000000000$;;;True
857;33;No;travel_rarely;832,0$;;5;4;Life Sciences;1;338;3;1;63;2;1; ResEaRch sciEnTIsT ;4;Married;2911;14776;1;;;13;3;3;nan;1;2;2;2;2;nan;0;2;2911;1990;1000000000$;;;Yes
858;45;No;;1199,0$;;-23;4;Life Sciences;1;341;1;0;77;4;2; mANuFActUrIng DireCTor ;3;;nan;5118;4;;;17;3;4;nan;1;9;1;3;3;nan;0;2;nan;1978;1000000000$;;;Yes
859;42;No;;916,0$; Research & Development ;17;2;;1;347;4;1;82;4;2; REseARCh scieNTIsT ;1;Single;nan;23016;3;;Yes;13;3;3;nan;0;nan;1;3;3;nan;0;2;nan;1981;1000000000$; REseARCh scieNTIsT  -  Research & Development ;;True
860;29;No;;1247,0$;;-19;2;Marketing;1;349;4;0;45;3;2; sAleS ExeCUtIVe ;4;Divorced;6931;10732;2;;No;14;3;4;nan;1;nan;2;3;3;nan;0;2;6931;1994;1000000000$;;;0
861;25;No;travel_rarely;685,0$;;1;3;;1;350;1;1;62;3;2; mAnUFacTuriNg dIRECTOR ;3;Married;nan;7505;0;Y;No;12;3;4;nan;2;5;3;3;4;nan;1;2;nan;1998;1000000000$;;;0
862;32;No;;128,0$;;2;1;;1;362;4;0;84;2;2; lABoratorY TEChniciAN ;1;;2176;19737;4;;No;13;3;4;80;0;9;5;3;6;nan;0;4;2176;1991;1000000000$;;;0
863;28;No;travel_rarely;1158,0$;;9;3;;1;nan;4;0;94;3;1; rEsEarch ScIENTiSt ;4;Married;nan;2613;1;;No;23;4;4;nan;1;nan;3;nan;5;nan;0;4;nan;1995;1000000000$;;;1
864;21;No;travel_rarely;996,0$;;3;2;;1;379;4;0;100;2;1; reseArcH sciENTIst ;3;Single;3230;10531;1;Y;No;17;3;1;80;0;nan;4;4;3;nan;1;0;3230;2002;1000000000$;;;0
865;37;No;non-travel;728,0$;;1;4;Medical;1;380;1;1;80;3;3; RESEarCh DireCTor ;4;divorced;nan;11677;2;Y;Yes;18;3;1;nan;2;nan;2;3;5;nan;0;2;nan;1986;1000000000$;;;0
866;38;No;travel_rarely;688,0$;;23;4;Life Sciences;1;393;4;0;82;3;2; HEaltHcARe REprEsEnTaTIVE ;4;;nan;18899;9;;;14;3;2;80;1;nan;2;3;2;nan;1;2;nan;1985;1000000000$;;;False
867;26;Yes;travel_rarely;1449,0$;;16;4;Medical;1;394;1;0;45;3;1; lABOratOry teCHNiCIan ;2;Divorced;nan;14180;2;;Yes;13;3;4;80;1;nan;2;3;3;nan;0;2;nan;1997;1000000000$;;;False
868;49;No;;636,0$;;10;4;Life Sciences;1;396;3;1;Not Available;3;5; ReSEaRCh DIrECTOr ;1;Single;18665;25594;9;Y;Yes;11;3;4;nan;0;nan;4;3;3;nan;1;2;18665;1974;1000000000$;;;True
869;31;No;travel_frequently;444,0$; Sales ;5;3;;1;nan;4;1;84;3;1; SaLeS REPRESENtATIvE ;2;Divorced;2789;3909;1;;;11;3;3;nan;1;2;5;2;2;nan;2;2;2789;1992;1000000000$; SaLeS REPRESENtATIvE  -  Sales ;;True
870;37;No;travel_frequently;889,0$;;9;3;Medical;1;403;2;0;53;3;1; REseARch sCIENtIst ;4;Married;nan;11411;1;Y;;12;3;3;80;3;nan;3;2;4;nan;1;2;nan;1986;1000000000$;;;0
871;31;No;travel_rarely;691,0$; Research & Development ;-11;4;;1;423;11;0;86;3;1; ResEArch SciEntiST ;4;Marreid;nan;10077;0;;;12;3;3;nan;1;nan;4;3;5;nan;0;3;nan;1992;1000000000$; ResEArch SciEntiST  -  Research & Development ;;1
872;31;No;travel_rarely;106,0$;;2;3;Human Resources;1;424;1;0;62;2;2; hUmAN rESOuRCEs ;1;;6410;17822;3;Y;No;12;3;4;nan;0;nan;1;3;2;nan;1;0;6410;1992;1000000000$;;;False
873;31;No;;nan$; Research & Development ;2;4;;1;nan;3;0;32;3;1; ReSEaRCh SCIEnTist ;4;;nan;7747;0;Y;;18;3;2;nan;1;3;2;1;2;nan;2;2;nan;1992;1000000000$; ReSEaRCh SCIEnTist  -  Research & Development ;;True
874;52;Yes;;723,0$;;-17;4;Medical;1;433;17;0;85;2;2; reSeARcH SCienTist ;2;;4941;17747;2;;No;15;nan;1;80;0;11;3;2;8;nan;7;7;4941;1971;1000000000$;;;False
875;28;Yes;;1157,0$;;2;4;Medical;1;440;1;0;84;1;1; rESEARCH scieNTiST ;4;Married;nan;24737;5;Y;Yes;13;3;4;nan;0;nan;4;2;3;nan;2;2;nan;1995;1000000000$;;;True
876;47;No;travel_rarely;1482,0$;;5;5;;1;447;4;0;42;3;5; rEsEArcH dirECtoR ;3;Married;nan;16375;4;Y;;11;3;2;80;1;21;2;3;3;nan;1;1;nan;1976;1000000000$;;;False
877;29;No;;738,0$;;9;5;Other;1;455;2;0;30;2;1; lAborATorY TecHNIciAN ;4;;3983;7621;0;;No;17;3;3;80;0;4;2;nan;3;nan;2;2;3983;1994;1000000000$;;;True
878;37;No;;1192,0$;;5;2;Medical;1;460;4;0;61;3;2; ManUFaCTURing dIRectOR ;4;;6347;23177;7;Y;No;16;3;3;nan;2;8;2;2;6;nan;0;4;6347;1986;1000000000$;;;Yes
879;23;No;;1309,0$;;26;1;;1;465;3;0;83;3;1; REsEaRch scIeNtIsT ;4;;2904;16092;1;Y;;12;3;3;nan;2;nan;2;2;4;nan;0;2;2904;2000;1000000000$;;;0
880;42;No;travel_rarely;544,0$; Human Resources ;2;1;;1;470;3;0;52;3;1; hUmAn REsOurCES ;3;Divorced;2696;24017;0;Y;Yes;11;3;3;nan;1;4;5;3;3;nan;1;0;2696;1981;1000000000$; hUmAn REsOurCES  -  Human Resources ;;False
881;30;No;;641,0$; Sales ;25;2;;1;475;4;1;85;3;2; sALeS EXecuTIVe ;3;;nan;6069;7;;;12;3;2;nan;1;4;2;4;2;nan;2;2;nan;1993;1000000000$; sALeS EXecuTIVe  -  Sales ;;0
882;21;Yes;;756,0$;;-31;1;;1;478;1;1;99;2;1; sALEs rEPrESENtaTIVE ;2;Single;2174;9150;1;;;11;3;3;nan;0;3;3;3;3;nan;1;2;2174;2002;1000000000$;;;Yes
883;57;No;travel_rarely;593,0$;;1;4;Medical;1;482;4;0;88;3;2; heaLtHcare REpRESEntAtIvE ;3;;6755;2967;2;;No;11;3;3;nan;0;nan;2;3;3;nan;1;2;6755;1966;1000000000$;;;1
884;21;No;;895,0$;;9;2;;1;nan;1;0;39;3;1; sALes rePrESenTaTiVe ;4;Single;nan;2851;1;;;24;4;3;nan;0;3;3;2;3;2;2;2;nan;2002;1000000000$;;;1
885;31;No;travel_rarely;408,0$;;9;4;Life Sciences;1;nan;3;0;42;2;1; resEaRCH SCieNtiSt ;2;;2657;7551;0;Y;;16;3;4;nan;0;3;5;3;2;nan;2;2;2657;1992;1000000000$;;;True
886;29;No;;1283,0$; Research & Development ;-17;3;;1;495;17;0;54;3;1; ReseArCh SciENTIsT ;4;;nan;18168;9;;No;16;nan;4;nan;0;6;4;3;3;nan;1;2;nan;1994;1000000000$; ReseArCh SciENTIsT  -  Research & Development ;;0
887;27;No;travel_rarely;1469,0$;;1;2;;1;nan;4;0;82;3;1; LaBoRatORY TECHNiCian ;2;;nan;17881;1;;No;11;3;2;80;1;5;2;3;5;nan;0;4;nan;1996;1000000000$;;;1
888;49;No;travel_rarely;1261,0$;;7;3;Other;1;nan;2;0;31;2;3; hEalTHcare ReprEseNtAtIve ;3;Single;10965;12066;8;Y;No;24;4;3;nan;0;nan;2;3;5;nan;0;0;10965;1974;1000000000$;;;Yes
